title,additional_info
How Smartly.io uses customer support to win enterprise customers,"With thousands of advertising dollars on the line, marketers need a high degree of confidence that their tools won’t let them down as they rapidly test and optimize ad campaigns. The stellar customer support that social ad automation platform Smartly.io provides gives marketers the reassurance they’re looking for. 
Creating this kind of support requires a special mindset on the team, bolstered by investment in the right tools. A lot of companies treat support as just another cost center, but at Smartly.io, the team embraces support as a competitive advantage in an industry that’s often high pressure and ever-changing. Intercom has helped them maintain that competitive edge with its open platform and collaboration features. As a result, Smartly.io’s support has helped the company win big-name customers like Uber, eBay, Walmart, McDonald’s, and Under Armour. Director of Service Operations Marc-Olivier Meunier says: “Since the start, support has been at the heart of the company. Our 10x growth in the last 5 years wouldn’t have been possible without Intercom.” 
Providing a reassuring support experience
The need to scale customer support led Smartly.io to Intercom over five years ago. With ad tech tools constantly evolving, the Smartly.io team needed to give its customers an easy way to troubleshoot issues at any time – or risk customer dissatisfaction and churn.  
Marc-Olivier explains, “Most of our customers are dealing with fairly urgent questions and they can’t afford to wait 24 hours for an answer. Chat lets us give them fast feedback and creates a great support experience.” 
To deliver fast response times, the Smartly.io team chose to use chat as the primary way to support customers from the very start. At first, Smartly.io tried supporting customers through Facebook Messenger; it also tested Skype for a while. But these tools lacked basic features like in-app messaging and didn’t give team members enough context about the customers they were chatting with. The team needed a more robust support tool that signaled to its customers that Smartly.io would be there for them in high-stakes moments. 
The team also needed a tool that offers strong collaboration features like a shared inbox and easy conversation routing. That’s because every team member answers support questions at Smartly.io, from execs to folks in marketing, finance, and even legal. This unique approach to support keeps the entire team close to customers and gives them the confidence that they’re building the right product features and services. According to Marc-Olivier, “You can’t do support if you don’t know the product inside out, or vice versa. By having everyone do support, we’re able to smash silos between teams.” Tailoring Intercom to their needs
Plenty of support tools on the market offer chat. But what convinced Smartly.io to go with Intercom over other conversational support tools was Intercom’s open API. The API gave them the ability to build custom dashboards and tailor Intercom to their needs. For instance, the team developed its own app that sits within the Intercom Inbox and gives team members a snapshot of the conversation history from the customer’s viewpoint. It tells team members at a glance who’s chatted with the customer recently, for how long, and in what order. This info gives team members much better context as they’re chatting with a customer. Another custom-built Inbox app shows the volume of conversations for each team member at any given moment. With this info, support team leads can easily assign incoming conversations to available team members and ensure that customers get a fast response. This setup has been so effective that the team’s been able to keep their time to first response consistently under 5 minutes. 
Intercom has also helped the team stay highly efficient. Using collaboration features like Intercom’s internal team notes, team members are able to easily loop in others for troubleshooting help when complex questions arise. By keeping the number of customer-facing handovers to a minimum and taking an empathetic tone with customers, the team keeps their CSAT scores consistently high. As Marc-Olivier sees it, “Our number one goal in support is to help our customers get back to work. When we solve their problem, we’re able to fix their frustration and put a smile back on their face.”

Great support that results in 10x growth
Intercom has supported Smartly.io in its rapid growth over the last 5 years, helping it to grow 10x. With Intercom at the core of its support tech stack, Smartly.io has been able to achieve a 97% CSAT score and respond to customers within five minutes of them writing in. Customers rank it as the #1 tool on the G2.com Relationship Index for Social Media Advertising, which measures customers’ satisfaction with various social media advertising tools and their support. Great customer support has become synonymous with the Smartly.io brand, allowing them to differentiate themselves from competitors, win big customers, and accelerate its growth."
How tado° shut off phone support and shortened its overall first-response time by 92% with Intercom,"Built for the modern world, tado° is an intelligent heating control app that’s changing the way we think about and consume energy. Having previously used Zendesk for customer support, the team saw a 92% decrease in first-response time and a 19% jump in SLA when they started using Intercom.
With 182 employees and more than $100 million in funding from investors such as E.ON, Amazon, and Siemens, tado°’s IoT product offering is revolutionizing the energy and utilities sector. Its smart thermostats and radiator valves are helping customers regulate their energy consumption, moving away from the ways of old and driving forward a new model of heating and cooling as a service. The team has been using Intercom since 2019 to support and engage customers at every stage of their journey. Working towards a sustainable future
The residential sector accounted for more than a quarter of all energy consumed in the EU in 2018 – and the heating of homes alone constituted 64% of that energy consumption. tado° is on a mission to significantly reduce this impact, with Martin Mason, Head of Customer and Employee Experience at tado° saying, “We’re here to help people take more responsibility for their energy consumption.” To ensure this new technology is widely accessible, tado° is leveraging Intercom’s proactive support capabilities to identify areas in its product where customers are at risk of running into difficulty and guide them through the process to ensure a smooth experience. Providing personal support – at any scale
Prior to using Intercom for customer support, Martin’s team was using a phone support system and Zendesk for email. When deciding to make the switch to Intercom, the team switched off phone support entirely, redirecting the 45,700 calls they were receiving every year to the Intercom Messenger. Martin explains, “We felt that phone support was a very inefficient way of working, and we could get swamped with volume without knowing when it was coming, or what the topic may be.” Since implementing Intercom just over a year ago, the support team has seen dramatic boosts in their results across the board. Despite having seen an increase in customer contact of over 100% since making the switch, their first-contact resolution rate has risen by an impressive 21%. The team has also seen a rise in overall CSAT, climbing from 79% to 87% overall, and maintaining a 90% chat satisfaction rate. Championing the voice of the customer 
tado° leverages self-serve support in the form of Articles to power its help center and Resolution Bot to interact with and solve problems for customers. To ensure that customers are getting a consistent experience, its CX Content and Comms team is responsible for ensuring the tado° voice and tone is carried through all of their help center documentation, in macros within the Intercom Inbox, and in the answers Resolution Bot is serving up to customers. Martin highlights Intercom’s focus on customer conversations and how that aligns with his own team’s values as a factor that drove their decision to move from Zendesk to Intercom, saying, “Something I really like about Intercom is that it sees the relationship with the customer as an ongoing conversation – not a stack of tickets.” Having information to answer questions in context
With Intercom’s Custom Bots, the team can collect valuable information upfront from customers, helping them to provide a faster and more informed resolution to their problem. Given the seasonal nature of the business in line with the weather conditions customers are experiencing, having a support system that can manage dramatic increases in scale is of the utmost importance. During its busiest periods, tado° typically experiences a rise in conversation volumes of anywhere up to 400%, seeing an average of 11,000 customer contacts per week, in contrast with the usual 10,000 they see per month outside of peak season. Intercom gives the tado° team peace of mind that customers won’t be left in a long ticket queue, or indefinitely on hold waiting to get through to the support team. Driving innovation with conversational insights
The ability to assign tags to customer conversations within the Intercom Inbox has enabled the support team to analyze and derive insights from the conversations they’re having on a day-to-day basis. Armed with these insights, the team can work closely with a dedicated team of energy systems engineers within tado°, whose primary focus is to improve the product by implementing customer feedback. Having this level of insight into customer pain points thanks to Intercom is empowering the team to drive innovation and product development forward as we continue to build towards a sustainable future. End-to-end engagement
Outside of using Intercom to support its customers, tado° leverages campaigns and Outbound Messages to nurture and engage customers throughout their lifecycle. As an NPS-driven company, the team uses Intercom to measure customer sentiment and continuously improve their customers’ experience. This ability to build and maintain strong, personal relationships with its customers is one of the many reasons tado° trusts Intercom."
October used Intercom to reduce its median first-response time by 46%,"Challenge
European fintech company October is on a mission to finance businesses better. Due to the rapid expansion of the company, October's team needed a tool to manage a growing number of customer conversations in multiple languages. They wanted to be able to manage their support volume with increased efficiency, as well as focus on improving the customer experience – all without having to increase headcount. Solution 
October began using Intercom in 2015 to power their support. Now, the team is using Intercom across support and marketing messaging, enabling them to consolidate customer communications into a single platform.
By leveraging Intercom’s visual campaign builder, Series, they can easily create messaging flows and customize them to provide personalized experiences for their customers. The team uses Macros to create a bank of content for agents to share with customers, saving the team valuable time. Utilizing Custom Bots for proactive support, the team has been able to dedicate their time to more complex questions and scale their support without increasing headcount. Check out the rest of our stories"
Shine resolves customer queries 44% faster with Intercom,"Challenge
Shine is a banking and finance management platform built for small businesses and self-employed entrepreneurs. With inbound conversation volume on the rise, the team sought a support solution that would enable fast responses and resolutions for their 100,000+ customers.
They needed a platform with powerful support automation capabilities to offer instant answers, triage queries automatically, empower customers to self-serve, and reduce manual tasks to save time. Their goal was to find a solution that would enable growth and allow them to manage spikes in customer conversations without having to dramatically increase the size of the team. Solution
Shine customized its Inbox set-up and created teams and views to effectively manage incoming support conversations. Using Macros, a bank of saved content and actions that can be used to save time when replying to queries, the team can share relevant content to help customers quickly and efficiently. The Intercom Messenger’s ease of use, integration capabilities, and UX enable them to create delightful customer experiences.
Leveraging Custom Bots, they offer instant answers to customers, reduce manual tasks to save time, and identify trends in conversations to drive continuous improvement. These efficiencies allow them to scale their support, without needing to increase headcount. Check out the rest of our stories"
AgriWebb reduced support costs by 80% and retains 99% of customers with Intercom,"Challenge
AgriWebb is a livestock business management solution that is moving the agriculture industry forward. Their industry-leading digital solutions empower producers and livestock innovators throughout the supply chain to transform data into powerful business insights that unlock a more profitable, efficient, and sustainable future.
Before using Intercom, AgriWebb's support consisted of one phone line and one email address, which were expensive and difficult to scale. They wanted a communications platform that would integrate well with other tools used across the business, enable them to reduce the cost of support, and provide fast resolutions for their customers at scale.  Solution
Intercom now sits at the center of AgriWebb’s tech ecosystem, integrating with tools like Aircall, Salesforce, and Zoom to enable efficient communication and drive impact across the business. Leveraging features like Articles and Custom Bots, the team has reduced their cost per support interaction by 80% – from $51 to $10 – in just two years, all while growing their customer base. They rely on Intercom features like conversation topics to identify trends in customer queries and drive continuous improvement across their support. With a customer satisfaction score of 94% and retention standing at a staggering 99%, it's evident that the team is truly delighting their customers.
AgriWebb has identified a strong link between the customer success experience, in which Intercom plays a key role, and revenue. The Sales team utilizes Intercom to engage with customers on trials to create delightful experiences and drive new business growth. Check out the rest of our stories"
RateMyAgent reduced median response time by 80% with Intercom,"Challenge
Real estate agent ratings website RateMyAgent wanted a single view of all their marketing and support activity. Having previously used HubSpot and Zendesk for marketing and support, they switched to Salesforce in an effort to consolidate their communications. They quickly realized that the platform needed custom development to meet their needs, so went in search of an out-of-the-box, user-friendly solution.
With expansion plans for the US market, they knew they needed a consolidated communications platform that could do more with less – one that would allow them to leverage automation to save time and more efficiently manage their support conversation volume. Solution
Having tried other tools that were difficult to configure, the fact that Intercom was easy to set up was a big benefit for the team. They use the platform to power customer support and engagement.
Support: Intercom has enabled RateMyAgent to support a growing customer base and drive efficiencies across their support KPIs, improving response times, as well as time to close. The valuable customer data that Intercom provides reduces the need for tool switching, saving the team precious time. They leverage Articles to power their help center and enable customers to self-serve answers to their queries. 
Engage: The team uses Intercom’s visual campaign builder, Series, to engage customers throughout their journey. They’re able to send notifications and launch Banners to communicate with customers seamlessly – and in half the time it would have taken with their previous set-up.  "
TagPlus streamlines its operations and powers support at scale with Intercom,"Challenge
As commercial management system TagPlus’ customer base expanded, it became harder for their support team to handle the increased chat volume. Their previous knowledge base didn't allow customers to self-serve efficiently, which resulted in a large number of support conversations being opened with the team. As response times increased, TagPlus knew they'd need to increase headcount to keep up with the demand using their previous support stack. They went in search of a solution that would enable them to scale and make their support more efficient. Solution
TagPlus uses Intercom to support their 8,000 customers and power communication at scale. The team uses Resolution Bot to offer customers instant answers and empower them to self-serve. Having a single platform for customer communication allows TagPlus to get a holistic view of the customer journey, and also enables better cross-functional collaboration between teams to resolve customer queries – resulting in a better experience for the customer. They use Intercom’s Articles feature to host a robust and searchable knowledge base to answer FAQs and offer product information to customers. Check out the rest of our stories"
GreenPal supports 300k customers and increased NPS by 60% with Intercom,"Challenge
As a growing company, lawn care services provider GreenPal knew how pivotal great customer support and customer feedback are in driving continuous improvement and business growth. With no clear system in place to organize the various emails, phone calls, and support tickets they were inundated with, they realized that they needed a unified communications platform to better understand and more efficiently analyze their customers’ feedback. Solution
With Intercom, GreenPal was able to consolidate their support channels into a single, unified platform. Having initially implemented the Intercom Messenger on their website, they quickly saw the valuable customer insights the platform provided. Over the past eight years, GreenPal has expanded their use of the platform, now using Intercom across their mobile apps to offer in-context support and gather feedback from their 300,000 customers. This enables them to champion continuous improvement across the business to meet their customers’ needs – as well as drive increased customer loyalty and retention.
With the Stripe integration, the team can pull payments-related data directly into the Intercom Inbox to have to hand when chatting with customers, providing helpful context and resulting in a better, more efficient support experience. Intercom gives the team a holistic picture of the entire customer journey, helping them to continue creating stand-out experiences by staying connected to their customers and deeply understanding their needs. Check out the rest of our stories"
How Envoy accelerates lead volume through Intercom,"If you’ve recently checked in at the reception desk of any business, odds are good you saw Envoy’s visitor management solution in action. Their iPad-based software is replacing clunky sign-in books at companies like Dannon, L’Oréal and Spotify. Envoy is changing the visitor experience for businesses, while also tightening security and adhering to compliance. Envoy uses Intercom to quickly qualify leads and deliver them to sales reps for nurturing.
As a 100% inbound sales organization, fast and accurate lead qualification is essential for Envoy’s Account Development Representatives (ADRs). “We have a lot of organic traffic coming to our website,” explains CathyLee McNeill, Account Development Representative Manager. ""We're a volume-play organization. We want to qualify quickly so we can pass along more opportunities every day.""
However, the speed of lead qualification was hampered by manual processes. Leads came in via contact forms, and sales teams responded via email – a workflow that didn’t allow ADRs to capture much data about leads or to engage them in conversations.
Envoy expanded its ADR team from two to four people, which required more effective tools for engaging prospects. Initially, the company chose a live chat solution for its website, but it wasn’t connected to other systems that help sales and support teams understand lead traffic and address customer concerns. Without a single place to track chats and create marketing campaigns, Envoy couldn’t gain visibility into the inbound lead funnel.
Armed with intelligence about leads
“We wanted a tool that could give us more intelligence about the leads coming to us, which would help us qualify them more quickly,” CathyLee says.
Envoy switched to Intercom to acquire leads faster. Now when their ADRs begin a live chat, they access data about the lead from Clearbit Enrichment – title, company details like employee count, industry and more – based on the prospect’s email address. Armed with this intelligence as soon as any chat starts, ADRs can segment leads based on Envoy’s qualification criteria.
For example, businesses with fewer than 50 employees fall into the self-service category. Those leads can be pushed to support, or are nurtured in marketing campaigns. ADRs can forward leads from larger companies to Envoy’s SMB or mid-market sales teams, depending on company size. Clearbit can also pull titles of prospects – another way to assure leads are high-quality. Leads with titles like “Director of Security” or “Facilities Manager” are in Envoy’s sweet spot.
“Right off the bat, ADRs can tell they’re talking to the right contact, even as they’re starting a conversation,” CathyLee says. ADRs can use Intercom Messages to introduce sales opportunities to the AEs, add notes to summarize conversations and link opportunities to Salesforce.
Envoy’s growing ADR team keeps up the pace with Intercom
“Intercom dramatically increased our volume of leads – and we saw another jump when we added auto messages,” CathyLee says. Leads generated by Intercom now make up 33% of Envoy’s leads. Their ADRs conduct about 1,200 monthly sales conversations through Intercom Messages.
As Envoy prepares to double the size of its ADR team, Intercom will help the company step up the pace for lead qualification. In addition to qualifying prospective customers over chat, Envoy also uses Intercom Messages. With 60 percent of its new leads coming from free trials, the company nurtures those leads through campaigns and offers the option to talk to a sales contact.
“One of the most valuable features of Intercom is that it gives your teams more at-bats,” CathyLee says. “And the more conversations you can start, the more opportunities your team has to qualify those leads.” Check out the rest of our stories"
How Housecall Pro leverages live chat & automation for growth,"To communicate with the tens of thousands of home service professionals using their platform, Housecall Pro relies on Intercom. By utilizing a combination of live chat and automation for sales and support, Housecall Pro has been able to scale their growth while maintaining a personal relationship with their customers.
When Roland Ligtenberg co-founded Housecall Pro one of his first priorities was to look for a solution to talk to his customers and learn more about them.
“Since the start, we’ve made it one of our core values to maintain a very close relationship with our customer, the Pro. The customer service standards our Pros typically receive in their industry is waiting on phone queues on hold or 24-48 hour email support ticket response times. We didn’t just want to offer something better, but 10x better, and implemented Intercom to deliver on that promise.”
As the company has grown in employees, customers, and revenue, Intercom has been there the whole way as the central solution for communicating with their customers. Now, Housecall Pro has a dedicated chat team of 8 people completing over 10,000 conversations a month!
“We use Intercom for support outreach with our customers and they have Intercom integrated into our app and web portal that they use to schedule jobs as well,” explains Angel Aspeytia, Manager of Tech Support at Housecall Pro. This is what makes Housecall Pro’s story unique. The platform enables thousands of mobile service businesses to schedule jobs, communicate with their customers, manage payments, online booking, reputation management and more, all while supporting them through “the blue chat bubble or BCB” as Intercom has become affectionately known by their customers.
“In the exclusive Facebook group that we have for our Pros, Intercom is known as the blue chat bubble and it’s where our customers know they can get the answers to their questions.” Scaling customer support with Intercom through automation
“We started out as a company that had the mission just to provide an easy way for our customers to chat with us, but then we figured out that we could do so much more than live chat and Intercom has played a role in facilitating that growth and sense of community,” Angel explains.
In the past twelve months, Housecall Pro has seen its chat volume almost double. “We thought a lot about whether or not we should start to offer phone support but the reason we stuck to Intercom is because we can handle so many customers at one time and asynchronously versus having to ask them to wait on hold for their turn,” says Angel.
As a SaaS platform, the efficiencies gained by leveraging Intercom allows Housecall Pro to pass down the cost savings and be the most competitively priced field service management app on the market.
The Housecall Pro team has also deployed Resolution Bot to help them tackle common queries as their conversation volume continues to grow and are now seeing around 15% of conversations being resolved by Resolution Bot.
Angel says “Resolution Bot has been really helpful in answering simple questions. It means we can answer the easy questions we get quickly before they even get to our teams so that we can focus on more complex questions that require more of our time.” Organically expanding use with live chat for sales
As Housecall Pro saw its chat volume increase, there was a natural increase in the number of people now using the messenger to enquire about buying a Housecall Pro subscription instead of just looking for support and so, the Chat Intercept team was born.
“As the volume of sales related chats increased, it only made sense to dedicate sales resources to these chats,” Alyssa Moretti, On-boarding Specialist at Housecall Pro explains.
The team’s goal is to shorten the sales cycle by using live chat as a channel to close deals quickly. Through Intercom, the support team is able to triage conversations, pass internal notes and assign sales-related conversations to the Chat Intercept team inbox swiftly.
In fact, as sales chat volume has grown, they’ve also implemented task bots to automatically triage support and sales conversations and pre-qualify leads. Now, a sales rep can jump right into the conversation with greater context into their industry, company size, and plan they are looking to purchase. With an average first response time of under five minutes, the team can quickly follow-up with leads that are ready to buy or set up a demo for prospects looking for a more traditional sales process. In most cases, the Chat Intercept team can close an enrollment (deal) within one hour when qualified leads proactively reach out to talk to sales.
By capitalizing on this low hanging fruit, the sales team is able to run a more efficient sales process and shorten the sales cycle for qualified leads. Right now, live chat as a channel represents about 10% of total enrollments a month for Housecall Pro. But the results speak for themselves:
On average, Housecall Pro has seen that deals driven through live chat close 27.5% faster compared to other channels. The lead to paid conversion rate for live chat is now 35% higher than any other marketing channel Housecall Pro is utilizing.
Customer satisfaction remains world-class even as volume grows
Housecall Pro prides itself on enabling its Pros to be able deliver an amazing customer experience for their customers and always aims to lead by example. One way they seek to do this is through a drive to improve customer engagement and really showcase the benefits of “the blue chat bubble”.
Since kicking off this initiative, Housecall Pro has maintained an overall happiness rating of above 90% for all conversations.
“We've noticed an increase in the amount of people who are actually willing to rate a conversation and now we have some team members who are regularly getting 100% rated conversations with an overall happiness rating of 91% on average but some are even higher at 96-99%,” Angel explains.
Through using Intercom, Housecall Pro has been able to remove reactive phone support and switch 100% to chat. As a result, they have been able to improve the customer experiences for both their customers and their customers’ customers and reallocate their team resources to continue fuelling their growth.
As head of growth, Roland sees Intercom as a pivotal platform in Housecall Pro’s toolbox, “We love leveraging new features Intercom continuously develops because it allows us to innovate and build automations to aid our exponential growth. The value it allows us to deliver to our Pros throughout their entire lifecycle is invaluable. Happy Pros provide us with the feedback that unlock unique product insights that gives us a massive competitive advantage on our mission to build the best platform for home service businesses.”"
How Keen scaled a personal support experience and increased user engagement,"To communicate with more than 50,000 developers that use their platform, Keen relies on Intercom. Tying together powerful features, efficiency at scale, and more personal communication, Intercom lets Keen make every interaction – from onboarding to support – a great experience.
“My job is to care about the developer. I constantly think about their experience on our platform and how we can improve it,” explains Maggie Jan, Director of Developer Advocacy at Keen. The fast growing technology company provides a platform for product owners and developers to build on data quickly and easily, enabling them to create in-app analytics and dashboards for their end users. The company has invested heavily in developing a world-class experience for customers. “It’s a developer-friendly product,” Maggie explains. “Our customers’ success depends on our ability to communicate clearly and on a personal level.”
Intercom was an ideal solution for Keen. The platform centralized all their customer communications, allowing them to reduce the time to resolution for support requests, and drive a 30% increase in customer satisfaction. These improvements to their customer experience reduced churn by 0.5%, and is helping them gain a competitive advantage as they build a reputation for friendly, helpful service.
Consolidating customer communication
Prior to Intercom, Keen used multiple tools for customer support and engagement. As the company grew, the siloed products made customer communication disorganized and inefficient. “We had Olark for live chat, emails coming in through Groove, but having them all separated was a mess. With Intercom, we can control everything from one place. Important user information is right along side of the conversation so we know exactly who our customers are, what they’re struggling with, and how we can help,” says Maggie.
With Intercom, Keen has connected their help desk and help center to work synchronously to tackle customer questions. The help center is the first stop for users to get support. It contains everything from technical help articles to product how-to guides, so users can find answers on their own. For issues they can’t handle themselves, users can easily reach out to Keen’s help desk via the Intercom Messenger. When it comes to supporting customer, the team inbox equips Keen with everything needed to solve a user’s problem. As new messages enter the inbox, teammates can see who’s working on a conversation to avoid overlap. In the conversation, a user’s profile and company data is displayed on the right-hand side, giving teammates key information to get to a solution faster. “From the inbox, I can go to the page the user is on and see exactly what they’re looking at, including their last query. I’m often able to make a quick adjustment to solve the problem,” says Adam Kahn, Support Engineer at Keen. Automation should complement support, not replace it. When a Keen user asks a question addressed by one of Keen’s help center articles, articles relevant to the conversation are automatically suggested to the teammate to share, or easily searchable in the message composer. Teammates also use macros that they can quickly personalize to answer frequently asked questions, address known product gaps, and assist in churn mitigation, in a fraction of the time. The efficiency of the team inbox, including macros, and help center articles has led to a dramatic 60% reduction in time to resolution for support conversations. Moreover, the team has cut down their time spent on support by 30%.
Letting user feedback shape the experience
For Keen, customer support is also their main channel for product feedback. They continuously engage customers to find out what their problems are and how to fix them. With Intercom, the Keen support team tags all feature requests and product questions and views them in aggregate so they can quickly prioritize their efforts.
Feedback through Intercom not only helps shape the product, but the customer experience as well. Maggie describes how users frequently asked about pricing and the upper limits of the APIs, even though the information was published on the website. “As a company, we really value transparency around pricing, but didn’t realize we were not doing a good job of making it clear and easy to find. The customer feedback we collected helped us figure out the best placement for that content. Customers are now better able to self-serve the information, and don’t frequently ask about it.” Targeted engagement boosts activation rate
Like many SaaS companies, Keen is always trying to improve the process of turning new signups into active users. After studying the behavior of new users, Keen saw the need to proactively highlight information at certain points in the onboarding process. To do so, they used Intercom to deliver automated in-app messages to reach users with the relevant product information at the right time. Easy access to customer support and improved product education in the onboarding flow have increased successful activation among new users. Maggie credits Intercom for “continued cost savings across customer experience,” and expects that, “using Intercom, we will be able to increase our activation rate by 10% this year.” Putting the customer first
In total, the improvements Keen has made with Intercom for support, product education, and engagement has improved customer satisfaction by 30%, driving real value for the business. Since consolidating all their customer support into Intercom, they’ve seen a remarkable 0.5%. decrease in churn. Maggie attributes Keen’s success to their customer-centric mentality. “We constantly ask ourselves, ‘What are we trying to provide for people who interact with our brand? How do we make the most of the relationship we have with our customers?’ Intercom gives us a way to act meaningfully on those challenges.”"
How Put.io proactively supports customers with Intercom,"Oftentimes, startups experience a single, cataclysmic event which catapults their number of new signups. For Put.io, a cloud-based BitTorent client based in Turkey, it was an unexpected article in TechCrunch.
Challenge
The team behind Put.io formed at the turn of the millennium, but the size of its community held slow and steady at around 150 users – all in its home country of Turkey – for years. As a result, the team’s support solution was a scrappy online forum where users could submit their own questions and answer others. It wasn’t a perfect solution, but it was the easiest way to manage lots of user queries, as well as announce new features. Co-founder Hasan Yalcinkaya was also wary of spamming his users.
Then in 2010, Put.io was covered unexpectedly in TechCrunch. Overnight, Put.io had 3,000 new signups. It was exciting and intimidating at the same time.
“To four introverted engineers whose first language isn’t English, this overnight spike was very overwhelming from a communications perspective,” Hasan recalls. “None of us had any marketing or customer-facing experience. Who were all these people? Where did they come from? What were they doing in our app? Should we say something to them?”
Solution
Put.io installed a free version of Intercom, which allowed it to immediately extract live data, such as a user’s last login, signup date, number of sessions, city and country, and much more.
“Being able to filter users by geography and behavior is great, but my biggest revelation was sorting users by the number of Twitter followers — we had some high rollers, by Internet standards!”
After getting a clear picture of users in their application, Put.io began using Intercom’s messaging features. Put.io installed Intercom’s in-app support widget so users could launch an in-app conversation without exiting the application. From Put.io’s perspective, it was easier to respond to customers thoughtfully and efficiently thanks to the additional context of live user data alongside each incoming message.
After doing this for a few weeks, things got more interesting. Put.io began proactively solving problems or warning customers of potential issues.
First, it grouped common support grievances that might be improved with the right information. Hasan’s team composed auto-messages targeting users before a problem arose. For example, one common issue customers faced was slow Internet speed, so Hasan sends this in-app message to active users. The thumbs up/thumbs down reply gives recipients a lightweight way to let Hasan know if the information was useful.
Another best practice Put.io began was to proactively warn users about issues. For instance, when one of its engineers accidentally reset some users’ activities, Hasan pushed the following in-app to affected users: A few responses were frustrated, but most people responded with something along the lines of “no problem – good luck!”
“It’s nice being able to announce problems through a private two-way conversation, rather than as a one-off message posted in a forum or through Twitter. Email-based confessions come too late or too early,” Hasan says.
More recently, Put.io has begun to use Intercom’s targeting capabilities to experiment with growth. One successful experiment it implemented recently was to offer a discount after six months. This in-app message is sent to users on their lowest-tier plan: This message prompted 20% of the recipients to upgrade immediately.
Results
Put.io has been using Intercom for about a year to listen and talk to its users, and according to Hasan, the dynamic has completely changed. Best of all, it’s led to a 14% reduction in churn. After replacing its support forum with Intercom, ""Suddenly, the tone of our customer conversations went from negative to productive."" “No matter what your company does — even if your audience is behind a computer screen 24/7 — personalized communications is the key to keeping users loyal,” says Hasan."
